nodes	percent_of_prediction	percent_of_DWPC	metapath
Miconazole—CYP19A1—osteoporosis	0.349	1	CbGaD
Miconazole—CYP19A1—Raloxifene—osteoporosis	0.0715	0.182	CbGbCtD
Miconazole—CYP2B6—Raloxifene—osteoporosis	0.0295	0.075	CbGbCtD
Miconazole—CYP2B6—Ethinyl Estradiol—osteoporosis	0.0285	0.0725	CbGbCtD
Miconazole—CYP1A2—Estropipate—osteoporosis	0.0259	0.0659	CbGbCtD
Miconazole—CYP2C9—Estropipate—osteoporosis	0.0234	0.0594	CbGbCtD
Miconazole—CYP2B6—Cholecalciferol—osteoporosis	0.0228	0.0579	CbGbCtD
Miconazole—ABCB1—Ethinyl Estradiol—osteoporosis	0.0146	0.0372	CbGbCtD
Miconazole—CYP2C19—Cholecalciferol—osteoporosis	0.0145	0.0368	CbGbCtD
Miconazole—CYP3A4—Estropipate—osteoporosis	0.0136	0.0345	CbGbCtD
Miconazole—CYP3A4—Calcitriol—osteoporosis	0.0136	0.0345	CbGbCtD
Miconazole—CYP1A2—Conjugated Estrogens—osteoporosis	0.0123	0.0312	CbGbCtD
Miconazole—CYP2C9—Cholecalciferol—osteoporosis	0.012	0.0306	CbGbCtD
Miconazole—CYP2C19—Estradiol—osteoporosis	0.0117	0.0297	CbGbCtD
Miconazole—CYP2D6—Cholecalciferol—osteoporosis	0.011	0.028	CbGbCtD
Miconazole—CYP3A4—Ergocalciferol—osteoporosis	0.0109	0.0276	CbGbCtD
Miconazole—CYP1A2—Estradiol—osteoporosis	0.0108	0.0274	CbGbCtD
Miconazole—ABCB1—Conjugated Estrogens—osteoporosis	0.0107	0.0273	CbGbCtD
Miconazole—CYP2C9—Estradiol—osteoporosis	0.0097	0.0247	CbGbCtD
Miconazole—ABCB1—Estradiol—osteoporosis	0.00941	0.0239	CbGbCtD
Miconazole—CYP3A4—Raloxifene—osteoporosis	0.00906	0.0231	CbGbCtD
Miconazole—CYP3A4—Ethinyl Estradiol—osteoporosis	0.00875	0.0223	CbGbCtD
Miconazole—CYP3A4—Cholecalciferol—osteoporosis	0.007	0.0178	CbGbCtD
Miconazole—CYP3A4—Conjugated Estrogens—osteoporosis	0.00642	0.0163	CbGbCtD
Miconazole—CYP3A4—Estradiol—osteoporosis	0.00564	0.0143	CbGbCtD
Miconazole—Econazole—CYP19A1—osteoporosis	0.00109	0.518	CrCbGaD
Miconazole—Tioconazole—CYP19A1—osteoporosis	0.00102	0.482	CrCbGaD
Miconazole—Nausea—Ergocalciferol—osteoporosis	0.000348	0.00231	CcSEcCtD
Miconazole—Ill-defined disorder—Ethinyl Estradiol—osteoporosis	0.000347	0.0023	CcSEcCtD
Miconazole—Urticaria—Etidronic acid—osteoporosis	0.000346	0.00229	CcSEcCtD
Miconazole—Abdominal pain—Etidronic acid—osteoporosis	0.000344	0.00228	CcSEcCtD
Miconazole—Angioedema—Ethinyl Estradiol—osteoporosis	0.000342	0.00227	CcSEcCtD
Miconazole—Dysgeusia—Pamidronate—osteoporosis	0.00034	0.00225	CcSEcCtD
Miconazole—Malaise—Ethinyl Estradiol—osteoporosis	0.000338	0.00224	CcSEcCtD
Miconazole—Anaemia—Risedronate—osteoporosis	0.000337	0.00223	CcSEcCtD
Miconazole—Anorexia—Calcitriol—osteoporosis	0.000337	0.00223	CcSEcCtD
Miconazole—Muscle spasms—Pamidronate—osteoporosis	0.000333	0.00221	CcSEcCtD
Miconazole—Angioedema—Risedronate—osteoporosis	0.000333	0.00221	CcSEcCtD
Miconazole—Erythema multiforme—Conjugated Estrogens—osteoporosis	0.000331	0.0022	CcSEcCtD
Miconazole—Immune system disorder—Zoledronate—osteoporosis	0.000329	0.00218	CcSEcCtD
Miconazole—Mediastinal disorder—Zoledronate—osteoporosis	0.000328	0.00217	CcSEcCtD
Miconazole—Chills—Zoledronate—osteoporosis	0.000327	0.00216	CcSEcCtD
Miconazole—Cough—Ethinyl Estradiol—osteoporosis	0.000327	0.00216	CcSEcCtD
Miconazole—Upper respiratory tract infection—Estradiol—osteoporosis	0.000326	0.00216	CcSEcCtD
Miconazole—Gastrointestinal disorder—Estropipate—osteoporosis	0.000325	0.00216	CcSEcCtD
Miconazole—Fatigue—Estropipate—osteoporosis	0.000325	0.00215	CcSEcCtD
Miconazole—Pain—Estropipate—osteoporosis	0.000322	0.00213	CcSEcCtD
Miconazole—Ill-defined disorder—Pamidronate—osteoporosis	0.000322	0.00213	CcSEcCtD
Miconazole—Hypersensitivity—Etidronic acid—osteoporosis	0.000321	0.00213	CcSEcCtD
Miconazole—Anaemia—Pamidronate—osteoporosis	0.000321	0.00212	CcSEcCtD
Miconazole—Cough—Risedronate—osteoporosis	0.000318	0.00211	CcSEcCtD
Miconazole—Pain—Alendronate—osteoporosis	0.000317	0.0021	CcSEcCtD
Miconazole—Angioedema—Pamidronate—osteoporosis	0.000317	0.0021	CcSEcCtD
Miconazole—Immune system disorder—Conjugated Estrogens—osteoporosis	0.000317	0.0021	CcSEcCtD
Miconazole—Mediastinal disorder—Conjugated Estrogens—osteoporosis	0.000316	0.00209	CcSEcCtD
Miconazole—Gastrointestinal disorder—Raloxifene—osteoporosis	0.000315	0.00209	CcSEcCtD
Miconazole—Discomfort—Ethinyl Estradiol—osteoporosis	0.000315	0.00209	CcSEcCtD
Miconazole—Decreased appetite—Ibandronate—osteoporosis	0.000314	0.00208	CcSEcCtD
Miconazole—Malaise—Pamidronate—osteoporosis	0.000313	0.00207	CcSEcCtD
Miconazole—Infestation NOS—Estradiol—osteoporosis	0.000312	0.00207	CcSEcCtD
Miconazole—Infestation—Estradiol—osteoporosis	0.000312	0.00207	CcSEcCtD
Miconazole—Pain—Raloxifene—osteoporosis	0.000312	0.00207	CcSEcCtD
Miconazole—Gastrointestinal disorder—Ibandronate—osteoporosis	0.000312	0.00207	CcSEcCtD
Miconazole—Fatigue—Ibandronate—osteoporosis	0.000312	0.00206	CcSEcCtD
Miconazole—Dysgeusia—Zoledronate—osteoporosis	0.00031	0.00206	CcSEcCtD
Miconazole—Pain—Ibandronate—osteoporosis	0.000309	0.00205	CcSEcCtD
Miconazole—Pruritus—Etidronic acid—osteoporosis	0.000308	0.00204	CcSEcCtD
Miconazole—Gastrointestinal pain—Estropipate—osteoporosis	0.000308	0.00204	CcSEcCtD
Miconazole—Decreased appetite—Calcitriol—osteoporosis	0.000308	0.00204	CcSEcCtD
Miconazole—Feeling abnormal—Alendronate—osteoporosis	0.000306	0.00203	CcSEcCtD
Miconazole—Muscle spasms—Zoledronate—osteoporosis	0.000305	0.00202	CcSEcCtD
Miconazole—Dry mouth—Risedronate—osteoporosis	0.000304	0.00201	CcSEcCtD
Miconazole—Gastrointestinal pain—Alendronate—osteoporosis	0.000304	0.00201	CcSEcCtD
Miconazole—Infection—Ethinyl Estradiol—osteoporosis	0.000303	0.00201	CcSEcCtD
Miconazole—Cough—Pamidronate—osteoporosis	0.000303	0.00201	CcSEcCtD
Miconazole—Pain—Calcitriol—osteoporosis	0.000302	0.002	CcSEcCtD
Miconazole—Nervous system disorder—Ethinyl Estradiol—osteoporosis	0.0003	0.00198	CcSEcCtD
Miconazole—Urticaria—Estropipate—osteoporosis	0.000299	0.00198	CcSEcCtD
Miconazole—Dysgeusia—Conjugated Estrogens—osteoporosis	0.000299	0.00198	CcSEcCtD
Miconazole—Gastrointestinal pain—Raloxifene—osteoporosis	0.000298	0.00198	CcSEcCtD
Miconazole—Diarrhoea—Etidronic acid—osteoporosis	0.000298	0.00197	CcSEcCtD
Miconazole—Abdominal pain—Estropipate—osteoporosis	0.000298	0.00197	CcSEcCtD
Miconazole—Feeling abnormal—Ibandronate—osteoporosis	0.000298	0.00197	CcSEcCtD
