nodes	percent_of_prediction	percent_of_DWPC	metapath
Adenosine—ADA—pleura—esophageal cancer	0.162	0.401	CbGeAlD
Adenosine—DPP4—exocrine gland—esophageal cancer	0.0245	0.0606	CbGeAlD
Adenosine—SLC28A3—trachea—esophageal cancer	0.0182	0.0452	CbGeAlD
Adenosine—Apprehension—Cisplatin—esophageal cancer	0.0165	0.0878	CcSEcCtD
Adenosine—SLC28A3—digestive system—esophageal cancer	0.0157	0.0389	CbGeAlD
Adenosine—ADORA2B—bronchus—esophageal cancer	0.0145	0.0359	CbGeAlD
Adenosine—Ear discomfort—Capecitabine—esophageal cancer	0.0142	0.0756	CcSEcCtD
Adenosine—ADORA2B—smooth muscle tissue—esophageal cancer	0.0142	0.0351	CbGeAlD
Adenosine—SLC28A3—lung—esophageal cancer	0.0131	0.0325	CbGeAlD
Adenosine—ADORA2B—trachea—esophageal cancer	0.013	0.0322	CbGeAlD
Adenosine—ADK—bronchus—esophageal cancer	0.0108	0.0268	CbGeAlD
Adenosine—DPP4—epithelium—esophageal cancer	0.0107	0.0264	CbGeAlD
Adenosine—ADK—smooth muscle tissue—esophageal cancer	0.0106	0.0262	CbGeAlD
Adenosine—DPP4—smooth muscle tissue—esophageal cancer	0.0103	0.0254	CbGeAlD
Adenosine—ADA—digestive system—esophageal cancer	0.0102	0.0253	CbGeAlD
Adenosine—ADK—trachea—esophageal cancer	0.00971	0.0241	CbGeAlD
Adenosine—ADORA2B—lung—esophageal cancer	0.00934	0.0231	CbGeAlD
Adenosine—ADA—lung—esophageal cancer	0.00854	0.0212	CbGeAlD
Adenosine—DPP4—digestive system—esophageal cancer	0.0081	0.0201	CbGeAlD
Adenosine—Coronary artery disease—Cisplatin—esophageal cancer	0.00802	0.0426	CcSEcCtD
Adenosine—ADK—lung—esophageal cancer	0.00698	0.0173	CbGeAlD
Adenosine—DPP4—lung—esophageal cancer	0.00677	0.0168	CbGeAlD
Adenosine—ADORA1—lung—esophageal cancer	0.00671	0.0166	CbGeAlD
Adenosine—ADA—lymph node—esophageal cancer	0.00584	0.0145	CbGeAlD
Adenosine—Sinus tachycardia—Capecitabine—esophageal cancer	0.0058	0.0308	CcSEcCtD
Adenosine—Taste metallic—Methotrexate—esophageal cancer	0.00547	0.029	CcSEcCtD
Adenosine—ADK—lymph node—esophageal cancer	0.00477	0.0118	CbGeAlD
Adenosine—DPP4—lymph node—esophageal cancer	0.00463	0.0115	CbGeAlD
