nodes	percent_of_prediction	percent_of_DWPC	metapath
L-Phenylalanine—FARS2—parotid gland—rheumatoid arthritis	0.0371	0.109	CbGeAlD
L-Phenylalanine—FARSA—parotid gland—rheumatoid arthritis	0.0346	0.101	CbGeAlD
L-Phenylalanine—FARSA—saliva-secreting gland—rheumatoid arthritis	0.0332	0.0971	CbGeAlD
L-Phenylalanine—TAT—lymphoid tissue—rheumatoid arthritis	0.0324	0.0948	CbGeAlD
L-Phenylalanine—FARSB—lymphoid tissue—rheumatoid arthritis	0.0313	0.0916	CbGeAlD
L-Phenylalanine—FARSB—digestive system—rheumatoid arthritis	0.0309	0.0904	CbGeAlD
L-Phenylalanine—SLC7A8—Cell surface interactions at the vascular wall—CD244—rheumatoid arthritis	0.0274	0.0422	CbGpPWpGaD
L-Phenylalanine—FARS2—tendon—rheumatoid arthritis	0.0225	0.0658	CbGeAlD
L-Phenylalanine—FARSA—digestive system—rheumatoid arthritis	0.022	0.0644	CbGeAlD
L-Phenylalanine—FARSA—tendon—rheumatoid arthritis	0.021	0.0613	CbGeAlD
L-Phenylalanine—SLC7A8—Cell surface interactions at the vascular wall—CD2—rheumatoid arthritis	0.0208	0.032	CbGpPWpGaD
L-Phenylalanine—TH—connective tissue—rheumatoid arthritis	0.0186	0.0545	CbGeAlD
L-Phenylalanine—SLC7A8—Cell surface interactions at the vascular wall—CD58—rheumatoid arthritis	0.0176	0.0272	CbGpPWpGaD
L-Phenylalanine—TH—ATF-2 transcription factor network—IL23A—rheumatoid arthritis	0.0153	0.0236	CbGpPWpGaD
L-Phenylalanine—TH—Monoamine Transport—TNFRSF11B—rheumatoid arthritis	0.0144	0.0221	CbGpPWpGaD
L-Phenylalanine—SLC7A8—tendon—rheumatoid arthritis	0.0139	0.0407	CbGeAlD
L-Phenylalanine—SLC16A10—parotid gland—rheumatoid arthritis	0.0136	0.0399	CbGeAlD
L-Phenylalanine—TH—digestive system—rheumatoid arthritis	0.0134	0.0394	CbGeAlD
L-Phenylalanine—TAT—FOXA2 and FOXA3 transcription factor networks—NR3C1—rheumatoid arthritis	0.0131	0.0202	CbGpPWpGaD
L-Phenylalanine—TH—Alpha-synuclein signaling—BLK—rheumatoid arthritis	0.0128	0.0197	CbGpPWpGaD
L-Phenylalanine—SLC7A8—Basigin interactions—MMP1—rheumatoid arthritis	0.0109	0.0168	CbGpPWpGaD
L-Phenylalanine—TH—Alpha-synuclein signaling—SYK—rheumatoid arthritis	0.01	0.0154	CbGpPWpGaD
L-Phenylalanine—FARS2—Gene Expression—ZNF184—rheumatoid arthritis	0.00998	0.0154	CbGpPWpGaD
L-Phenylalanine—FARSA—Gene Expression—ZNF184—rheumatoid arthritis	0.00998	0.0154	CbGpPWpGaD
L-Phenylalanine—FARSB—Gene Expression—ZNF184—rheumatoid arthritis	0.00998	0.0154	CbGpPWpGaD
L-Phenylalanine—TAT—FOXA2 and FOXA3 transcription factor networks—ALB—rheumatoid arthritis	0.00914	0.0141	CbGpPWpGaD
L-Phenylalanine—TH—ATF-2 transcription factor network—SELE—rheumatoid arthritis	0.00881	0.0136	CbGpPWpGaD
L-Phenylalanine—SLC16A10—lymphoid tissue—rheumatoid arthritis	0.00878	0.0257	CbGeAlD
