nodes	percent_of_prediction	percent_of_DWPC	metapath
L-Alanine—SLC1A4—telencephalon—malignant glioma	0.0178	0.0321	CbGeAlD
L-Alanine—AARS—embryo—malignant glioma	0.0163	0.0294	CbGeAlD
L-Alanine—AARS—brainstem—malignant glioma	0.0149	0.0269	CbGeAlD
L-Alanine—AARS—retina—malignant glioma	0.0144	0.026	CbGeAlD
L-Alanine—SLC1A4—medulla oblongata—malignant glioma	0.014	0.0252	CbGeAlD
L-Alanine—L-Cysteine—MGMT—malignant glioma	0.0139	1	CrCbGaD
L-Alanine—AARS—telencephalon—malignant glioma	0.0132	0.0239	CbGeAlD
L-Alanine—SLC1A4—spinal cord—malignant glioma	0.0125	0.0225	CbGeAlD
L-Alanine—AGXT—cerebellum—malignant glioma	0.0124	0.0225	CbGeAlD
L-Alanine—AARS2—medulla oblongata—malignant glioma	0.0124	0.0224	CbGeAlD
L-Alanine—NFS1—telencephalon—malignant glioma	0.0121	0.0218	CbGeAlD
L-Alanine—GPT2—telencephalon—malignant glioma	0.0118	0.0212	CbGeAlD
L-Alanine—PHYKPL—central nervous system—malignant glioma	0.0115	0.0208	CbGeAlD
L-Alanine—AARS2—midbrain—malignant glioma	0.0113	0.0205	CbGeAlD
L-Alanine—PHYKPL—cerebellum—malignant glioma	0.0113	0.0204	CbGeAlD
L-Alanine—AARS2—spinal cord—malignant glioma	0.0111	0.02	CbGeAlD
L-Alanine—AARS—medulla oblongata—malignant glioma	0.0104	0.0188	CbGeAlD
L-Alanine—SLC1A4—central nervous system—malignant glioma	0.0101	0.0183	CbGeAlD
L-Alanine—KYNU—brain—malignant glioma	0.0101	0.0183	CbGeAlD
L-Alanine—SLC1A4—cerebellum—malignant glioma	0.00988	0.0179	CbGeAlD
L-Alanine—SLC36A1—brainstem—malignant glioma	0.00978	0.0177	CbGeAlD
L-Alanine—ABAT—brainstem—malignant glioma	0.00972	0.0176	CbGeAlD
L-Alanine—AARS—midbrain—malignant glioma	0.0095	0.0172	CbGeAlD
L-Alanine—NFS1—medulla oblongata—malignant glioma	0.0095	0.0172	CbGeAlD
L-Alanine—SLC7A8—telencephalon—malignant glioma	0.00943	0.0171	CbGeAlD
L-Alanine—ABAT—retina—malignant glioma	0.00938	0.017	CbGeAlD
L-Alanine—AARS—spinal cord—malignant glioma	0.00927	0.0168	CbGeAlD
L-Alanine—GPT2—medulla oblongata—malignant glioma	0.00924	0.0167	CbGeAlD
L-Alanine—PHYKPL—brain—malignant glioma	0.00916	0.0165	CbGeAlD
L-Alanine—AARS2—central nervous system—malignant glioma	0.00898	0.0162	CbGeAlD
L-Alanine—AARS2—cerebellum—malignant glioma	0.00878	0.0159	CbGeAlD
