nodes	percent_of_prediction	percent_of_DWPC	metapath
Vidarabine—Cytarabine—Gemcitabine—pancreatic cancer	0.267	0.35	CrCrCtD
Vidarabine—Azacitidine—Gemcitabine—pancreatic cancer	0.253	0.333	CrCrCtD
Vidarabine—Decitabine—Gemcitabine—pancreatic cancer	0.241	0.317	CrCrCtD
Vidarabine—Fludarabine—SLC29A1—pancreatic cancer	0.00167	0.168	CrCbGaD
Vidarabine—Ribavirin—SLC29A1—pancreatic cancer	0.00166	0.167	CrCbGaD
Vidarabine—Adenosine triphosphate—HSPA1B—pancreatic cancer	0.00122	0.122	CrCbGaD
Vidarabine—Adenosine triphosphate—ACVR1B—pancreatic cancer	0.00122	0.122	CrCbGaD
Vidarabine—Adenosine triphosphate—HSPA1A—pancreatic cancer	0.00111	0.112	CrCbGaD
Vidarabine—Cytarabine—SLC29A1—pancreatic cancer	0.00108	0.108	CrCbGaD
Vidarabine—Glucosamine—MMP9—pancreatic cancer	0.000678	0.0681	CrCbGaD
Vidarabine—Glucosamine—TNF—pancreatic cancer	0.000445	0.0448	CrCbGaD
Vidarabine—Adenosine triphosphate—AKT1—pancreatic cancer	0.000436	0.0438	CrCbGaD
Vidarabine—Adenosine monophosphate—SRC—pancreatic cancer	0.00043	0.0432	CrCbGaD
Vidarabine—ADA—C-MYB transcription factor network—PTGS2—pancreatic cancer	0.000394	0.00407	CbGpPWpGaD
Vidarabine—ADORA2A—GPCRs, Class A Rhodopsin-like—CCKBR—pancreatic cancer	0.00039	0.00403	CbGpPWpGaD
Vidarabine—Ventricular tachycardia—Epirubicin—pancreatic cancer	0.000379	0.00289	CcSEcCtD
Vidarabine—Flushing—Irinotecan—pancreatic cancer	0.000379	0.00289	CcSEcCtD
Vidarabine—Cardiac disorder—Irinotecan—pancreatic cancer	0.000379	0.00289	CcSEcCtD
Vidarabine—Injection site reaction—Epirubicin—pancreatic cancer	0.000377	0.00287	CcSEcCtD
Vidarabine—Cough—Sunitinib—pancreatic cancer	0.000376	0.00287	CcSEcCtD
Vidarabine—ADORA2A—Class A/1 (Rhodopsin-like receptors)—SSTR3—pancreatic cancer	0.000375	0.00387	CbGpPWpGaD
Vidarabine—Musculoskeletal discomfort—Tamoxifen—pancreatic cancer	0.000374	0.00285	CcSEcCtD
Vidarabine—DPP4—Metabolism of proteins—PCSK1—pancreatic cancer	0.000374	0.00386	CbGpPWpGaD
Vidarabine—Convulsion—Sunitinib—pancreatic cancer	0.000374	0.00285	CcSEcCtD
Vidarabine—Hypertension—Sunitinib—pancreatic cancer	0.000372	0.00284	CcSEcCtD
Vidarabine—Musculoskeletal discomfort—Erlotinib—pancreatic cancer	0.00037	0.00282	CcSEcCtD
Vidarabine—ADORA2A—Circadian rythm related genes—AHR—pancreatic cancer	0.00037	0.00382	CbGpPWpGaD
Vidarabine—Paraesthesia—Tamoxifen—pancreatic cancer	0.000369	0.00281	CcSEcCtD
Vidarabine—Cardiac disorder—Gemcitabine—pancreatic cancer	0.000369	0.00281	CcSEcCtD
Vidarabine—ADORA2A—G alpha (s) signalling events—GCG—pancreatic cancer	0.000368	0.0038	CbGpPWpGaD
Vidarabine—ADORA2A—HIF-2-alpha transcription factor network—VEGFA—pancreatic cancer	0.000368	0.0038	CbGpPWpGaD
Vidarabine—Mediastinal disorder—Irinotecan—pancreatic cancer	0.000368	0.0028	CcSEcCtD
Vidarabine—Chest pain—Sunitinib—pancreatic cancer	0.000367	0.0028	CcSEcCtD
