nodes	percent_of_prediction	percent_of_DWPC	metapath
Dextropropoxyphene—Toremifene—breast cancer	0.25	0.614	CrCtD
Dextropropoxyphene—Tamoxifen—breast cancer	0.157	0.386	CrCtD
Dextropropoxyphene—CYP2D6—breast cancer	0.0544	0.538	CbGaD
Dextropropoxyphene—CYP3A4—breast cancer	0.0467	0.462	CbGaD
Dextropropoxyphene—Tamoxifen—Toremifene—breast cancer	0.0175	0.0764	CrCrCtD
Dextropropoxyphene—Loperamide—Toremifene—breast cancer	0.0169	0.074	CrCrCtD
Dextropropoxyphene—Toremifene—Tamoxifen—breast cancer	0.016	0.0699	CrCrCtD
Dextropropoxyphene—Doxylamine—Toremifene—breast cancer	0.0146	0.0639	CrCrCtD
Dextropropoxyphene—Phenoxybenzamine—Toremifene—breast cancer	0.0139	0.0607	CrCrCtD
Dextropropoxyphene—Methadyl Acetate—Tamoxifen—breast cancer	0.0106	0.0465	CrCrCtD
Dextropropoxyphene—Levomethadyl Acetate—Tamoxifen—breast cancer	0.0106	0.0465	CrCrCtD
Dextropropoxyphene—Loperamide—Tamoxifen—breast cancer	0.0106	0.0465	CrCrCtD
Dextropropoxyphene—CYP2C9—Anastrozole—breast cancer	0.0103	0.0572	CbGbCtD
Dextropropoxyphene—Clofedanol—Toremifene—breast cancer	0.01	0.0439	CrCrCtD
Dextropropoxyphene—CYP2C8—Lapatinib—breast cancer	0.00986	0.0547	CbGbCtD
Dextropropoxyphene—Benzphetamine—Toremifene—breast cancer	0.0097	0.0425	CrCrCtD
Dextropropoxyphene—Orphenadrine—Toremifene—breast cancer	0.0097	0.0425	CrCrCtD
Dextropropoxyphene—Doxylamine—Tamoxifen—breast cancer	0.00917	0.0402	CrCrCtD
Dextropropoxyphene—Benzyl Benzoate—Toremifene—breast cancer	0.00899	0.0394	CrCrCtD
Dextropropoxyphene—Phenoxybenzamine—Tamoxifen—breast cancer	0.00871	0.0381	CrCrCtD
Dextropropoxyphene—Diphenhydramine—Toremifene—breast cancer	0.00861	0.0377	CrCrCtD
Dextropropoxyphene—Tripelennamine—Tamoxifen—breast cancer	0.00829	0.0363	CrCrCtD
Dextropropoxyphene—CYP3A4—Exemestane—breast cancer	0.00791	0.0439	CbGbCtD
Dextropropoxyphene—CYP2C9—Idarubicin—breast cancer	0.00781	0.0434	CbGbCtD
Dextropropoxyphene—Dimetacrine—Tamoxifen—breast cancer	0.00775	0.034	CrCrCtD
Dextropropoxyphene—CYP2C8—Raloxifene—breast cancer	0.00748	0.0415	CbGbCtD
Dextropropoxyphene—Methadone—Tamoxifen—breast cancer	0.00728	0.0319	CrCrCtD
Dextropropoxyphene—CYP2D6—Idarubicin—breast cancer	0.00715	0.0396	CbGbCtD
Dextropropoxyphene—CYP3A7-CYP3A51P—Tamoxifen—breast cancer	0.00685	0.038	CbGbCtD
Dextropropoxyphene—CYP3A7—Tamoxifen—breast cancer	0.00685	0.038	CbGbCtD
Dextropropoxyphene—CYP3A4—Letrozole—breast cancer	0.00673	0.0373	CbGbCtD
Dextropropoxyphene—Clofedanol—Tamoxifen—breast cancer	0.00629	0.0276	CrCrCtD
Dextropropoxyphene—Benzphetamine—Tamoxifen—breast cancer	0.00609	0.0267	CrCrCtD
Dextropropoxyphene—Orphenadrine—Tamoxifen—breast cancer	0.00609	0.0267	CrCrCtD
Dextropropoxyphene—CYP3A4—Anastrozole—breast cancer	0.006	0.0333	CbGbCtD
Dextropropoxyphene—Benzyl Benzoate—Tamoxifen—breast cancer	0.00564	0.0247	CrCrCtD
Dextropropoxyphene—CYP3A4—Toremifene—breast cancer	0.00548	0.0304	CbGbCtD
Dextropropoxyphene—Diphenhydramine—Tamoxifen—breast cancer	0.00541	0.0237	CrCrCtD
Dextropropoxyphene—CYP3A7-CYP3A51P—Paclitaxel—breast cancer	0.00533	0.0296	CbGbCtD
Dextropropoxyphene—CYP3A7—Paclitaxel—breast cancer	0.00533	0.0296	CbGbCtD
Dextropropoxyphene—CYP3A7—Irinotecan—breast cancer	0.00526	0.0292	CbGbCtD
Dextropropoxyphene—CYP3A7-CYP3A51P—Irinotecan—breast cancer	0.00526	0.0292	CbGbCtD
Dextropropoxyphene—CYP3A4—Fulvestrant—breast cancer	0.0051	0.0283	CbGbCtD
Dextropropoxyphene—CYP2C8—Tamoxifen—breast cancer	0.00494	0.0274	CbGbCtD
Dextropropoxyphene—CYP3A4—Thiotepa—breast cancer	0.00454	0.0252	CbGbCtD
Dextropropoxyphene—CYP2C9—Capecitabine—breast cancer	0.00428	0.0238	CbGbCtD
Dextropropoxyphene—CYP3A4—Ixabepilone—breast cancer	0.00416	0.0231	CbGbCtD
Dextropropoxyphene—CYP3A4—Lapatinib—breast cancer	0.004	0.0222	CbGbCtD
Dextropropoxyphene—CYP3A7—Docetaxel—breast cancer	0.00385	0.0214	CbGbCtD
Dextropropoxyphene—CYP3A7-CYP3A51P—Docetaxel—breast cancer	0.00385	0.0214	CbGbCtD
Dextropropoxyphene—CYP2C8—Paclitaxel—breast cancer	0.00384	0.0213	CbGbCtD
Dextropropoxyphene—CYP2C8—Fluorouracil—breast cancer	0.00364	0.0202	CbGbCtD
Dextropropoxyphene—CYP2D6—Vinorelbine—breast cancer	0.00349	0.0194	CbGbCtD
Dextropropoxyphene—CYP2C9—Tamoxifen—breast cancer	0.00345	0.0191	CbGbCtD
Dextropropoxyphene—CYP2D6—Tamoxifen—breast cancer	0.00315	0.0175	CbGbCtD
Dextropropoxyphene—CYP3A4—Raloxifene—breast cancer	0.00303	0.0168	CbGbCtD
Dextropropoxyphene—CYP2C9—Paclitaxel—breast cancer	0.00268	0.0149	CbGbCtD
Dextropropoxyphene—CYP2C9—Fluorouracil—breast cancer	0.00254	0.0141	CbGbCtD
Dextropropoxyphene—CYP3A4—Vinorelbine—breast cancer	0.00222	0.0123	CbGbCtD
Dextropropoxyphene—CYP2D6—Vinblastine—breast cancer	0.00215	0.0119	CbGbCtD
Dextropropoxyphene—CYP3A4—Tamoxifen—breast cancer	0.002	0.0111	CbGbCtD
Dextropropoxyphene—CYP3A4—Mitoxantrone—breast cancer	0.00195	0.0108	CbGbCtD
Dextropropoxyphene—CYP3A4—Paclitaxel—breast cancer	0.00156	0.00865	CbGbCtD
Dextropropoxyphene—CYP3A4—Irinotecan—breast cancer	0.00154	0.00853	CbGbCtD
Dextropropoxyphene—CYP3A4—Vinblastine—breast cancer	0.00137	0.00759	CbGbCtD
Dextropropoxyphene—CYP2D6—Doxorubicin—breast cancer	0.00132	0.00733	CbGbCtD
Dextropropoxyphene—CYP3A4—Docetaxel—breast cancer	0.00113	0.00625	CbGbCtD
Dextropropoxyphene—CYP3A4—Doxorubicin—breast cancer	0.00084	0.00466	CbGbCtD
Dextropropoxyphene—Tamoxifen—ESRRA—breast cancer	0.000184	0.121	CrCbGaD
Dextropropoxyphene—Dimetacrine—ACHE—breast cancer	0.000148	0.0974	CrCbGaD
Dextropropoxyphene—Tamoxifen—SULT1A1—breast cancer	0.00014	0.0918	CrCbGaD
Dextropropoxyphene—Toremifene—ESR1—breast cancer	6.06e-05	0.0398	CrCbGaD
Dextropropoxyphene—Toremifene—CYP1A1—breast cancer	4.84e-05	0.0318	CrCbGaD
Dextropropoxyphene—Orphenadrine—SCN10A—breast cancer	4.55e-05	0.0299	CrCbGaD
Dextropropoxyphene—Levomethadyl Acetate—CYP19A1—breast cancer	4.45e-05	0.0292	CrCbGaD
Dextropropoxyphene—Phenylbutazone—PTGS1—breast cancer	3.99e-05	0.0262	CrCbGaD
Dextropropoxyphene—Tamoxifen—ESR2—breast cancer	3.93e-05	0.0258	CrCbGaD
Dextropropoxyphene—Tripelennamine—CYP2D6—breast cancer	3.75e-05	0.0246	CrCbGaD
Dextropropoxyphene—Discomfort—Paclitaxel—breast cancer	3.74e-05	0.000661	CcSEcCtD
Dextropropoxyphene—Cardiac arrest—Doxorubicin—breast cancer	3.71e-05	0.000656	CcSEcCtD
Dextropropoxyphene—Constipation—Gemcitabine—breast cancer	3.7e-05	0.000655	CcSEcCtD
Dextropropoxyphene—Asthenia—Thiotepa—breast cancer	3.69e-05	0.000653	CcSEcCtD
Dextropropoxyphene—Diarrhoea—Vinorelbine—breast cancer	3.69e-05	0.000652	CcSEcCtD
Dextropropoxyphene—Gastrointestinal disorder—Fluorouracil—breast cancer	3.68e-05	0.00065	CcSEcCtD
Dextropropoxyphene—Ataxia—Doxorubicin—breast cancer	3.67e-05	0.000649	CcSEcCtD
Dextropropoxyphene—Nausea—Melphalan—breast cancer	3.67e-05	0.000648	CcSEcCtD
Dextropropoxyphene—Feeling abnormal—Mitoxantrone—breast cancer	3.66e-05	0.000648	CcSEcCtD
Dextropropoxyphene—Feeling abnormal—Irinotecan—breast cancer	3.66e-05	0.000648	CcSEcCtD
Dextropropoxyphene—Confusional state—Paclitaxel—breast cancer	3.66e-05	0.000646	CcSEcCtD
Dextropropoxyphene—Malnutrition—Capecitabine—breast cancer	3.65e-05	0.000645	CcSEcCtD
Dextropropoxyphene—Gastrointestinal pain—Irinotecan—breast cancer	3.64e-05	0.000643	CcSEcCtD
Dextropropoxyphene—Gastrointestinal pain—Mitoxantrone—breast cancer	3.64e-05	0.000643	CcSEcCtD
Dextropropoxyphene—Liver function test abnormal—Doxorubicin—breast cancer	3.6e-05	0.000637	CcSEcCtD
Dextropropoxyphene—Tamoxifen—CYP1B1—breast cancer	3.58e-05	0.0236	CrCbGaD
Dextropropoxyphene—Nausea—Goserelin—breast cancer	3.58e-05	0.000632	CcSEcCtD
Dextropropoxyphene—Feeling abnormal—Gemcitabine—breast cancer	3.57e-05	0.000631	CcSEcCtD
Dextropropoxyphene—Shock—Paclitaxel—breast cancer	3.57e-05	0.000631	CcSEcCtD
Dextropropoxyphene—Dizziness—Vinorelbine—breast cancer	3.57e-05	0.00063	CcSEcCtD
Dextropropoxyphene—Nervous system disorder—Paclitaxel—breast cancer	3.56e-05	0.000629	CcSEcCtD
Dextropropoxyphene—Tachycardia—Paclitaxel—breast cancer	3.54e-05	0.000626	CcSEcCtD
Dextropropoxyphene—Diarrhoea—Thiotepa—breast cancer	3.52e-05	0.000623	CcSEcCtD
Dextropropoxyphene—Abdominal pain—Mitoxantrone—breast cancer	3.52e-05	0.000621	CcSEcCtD
Dextropropoxyphene—Abdominal pain—Irinotecan—breast cancer	3.52e-05	0.000621	CcSEcCtD
Dextropropoxyphene—Feeling abnormal—Fluorouracil—breast cancer	3.51e-05	0.00062	CcSEcCtD
Dextropropoxyphene—Drowsiness—Methotrexate—breast cancer	3.47e-05	0.000614	CcSEcCtD
Dextropropoxyphene—Vision blurred—Capecitabine—breast cancer	3.44e-05	0.000608	CcSEcCtD
Dextropropoxyphene—Vomiting—Vinorelbine—breast cancer	3.43e-05	0.000606	CcSEcCtD
Dextropropoxyphene—Dizziness—Thiotepa—breast cancer	3.4e-05	0.000602	CcSEcCtD
Dextropropoxyphene—Rash—Vinorelbine—breast cancer	3.4e-05	0.000601	CcSEcCtD
Dextropropoxyphene—Dermatitis—Vinorelbine—breast cancer	3.4e-05	0.0006	CcSEcCtD
Dextropropoxyphene—Hypotension—Paclitaxel—breast cancer	3.39e-05	0.000599	CcSEcCtD
Dextropropoxyphene—Headache—Vinorelbine—breast cancer	3.38e-05	0.000597	CcSEcCtD
Dextropropoxyphene—Syncope—Docetaxel—breast cancer	3.38e-05	0.000597	CcSEcCtD
Dextropropoxyphene—Loss of consciousness—Docetaxel—breast cancer	3.31e-05	0.000585	CcSEcCtD
Dextropropoxyphene—Hepatobiliary disease—Methotrexate—breast cancer	3.29e-05	0.000581	CcSEcCtD
Dextropropoxyphene—Insomnia—Paclitaxel—breast cancer	3.28e-05	0.00058	CcSEcCtD
Dextropropoxyphene—Hypersensitivity—Irinotecan—breast cancer	3.28e-05	0.000579	CcSEcCtD
