nodes	percent_of_prediction	percent_of_DWPC	metapath
Salicylic acid—L-Phenylalanine—Melphalan—breast cancer	0.132	1	CrCrCtD
Salicylic acid—PTGS1—breast cancer	0.127	0.39	CbGaD
Salicylic acid—PTGS2—breast cancer	0.0727	0.223	CbGaD
Salicylic acid—ALB—breast cancer	0.0648	0.198	CbGaD
Salicylic acid—ABCB1—breast cancer	0.0618	0.189	CbGaD
Salicylic acid—SLC16A1—Methotrexate—breast cancer	0.0328	0.101	CbGbCtD
Salicylic acid—SLC22A7—Fluorouracil—breast cancer	0.0293	0.0903	CbGbCtD
Salicylic acid—CYP2C9—Anastrozole—breast cancer	0.0232	0.0716	CbGbCtD
Salicylic acid—SLC22A7—Docetaxel—breast cancer	0.0223	0.0689	CbGbCtD
Salicylic acid—ABCB1—Toremifene—breast cancer	0.0206	0.0635	CbGbCtD
Salicylic acid—CYP2C9—Idarubicin—breast cancer	0.0176	0.0543	CbGbCtD
Salicylic acid—SLC22A11—Methotrexate—breast cancer	0.0169	0.0523	CbGbCtD
Salicylic acid—SLC22A7—Methotrexate—breast cancer	0.0161	0.0498	CbGbCtD
Salicylic acid—ABCB1—Lapatinib—breast cancer	0.015	0.0464	CbGbCtD
Salicylic acid—ALB—Irinotecan—breast cancer	0.011	0.0341	CbGbCtD
Salicylic acid—ALB—Fluorouracil—breast cancer	0.0106	0.0327	CbGbCtD
Salicylic acid—SLC22A8—Methotrexate—breast cancer	0.00985	0.0304	CbGbCtD
Salicylic acid—CYP2C9—Capecitabine—breast cancer	0.00963	0.0297	CbGbCtD
Salicylic acid—ABCB1—Vinorelbine—breast cancer	0.00833	0.0257	CbGbCtD
Salicylic acid—CYP2C9—Tamoxifen—breast cancer	0.00775	0.0239	CbGbCtD
Salicylic acid—ABCB1—Tamoxifen—breast cancer	0.00752	0.0232	CbGbCtD
Salicylic acid—ABCB1—Mitoxantrone—breast cancer	0.00734	0.0226	CbGbCtD
Salicylic acid—SLC22A6—Methotrexate—breast cancer	0.00686	0.0212	CbGbCtD
Salicylic acid—ABCB1—Gemcitabine—breast cancer	0.00648	0.02	CbGbCtD
Salicylic acid—CYP2C9—Paclitaxel—breast cancer	0.00603	0.0186	CbGbCtD
Salicylic acid—ABCB1—Paclitaxel—breast cancer	0.00586	0.0181	CbGbCtD
Salicylic acid—ALB—Methotrexate—breast cancer	0.00584	0.018	CbGbCtD
Salicylic acid—ABCB1—Irinotecan—breast cancer	0.00578	0.0178	CbGbCtD
Salicylic acid—CYP2C9—Fluorouracil—breast cancer	0.00571	0.0176	CbGbCtD
Salicylic acid—ABCB1—Vinblastine—breast cancer	0.00514	0.0158	CbGbCtD
Salicylic acid—ABCB1—Docetaxel—breast cancer	0.00423	0.0131	CbGbCtD
Salicylic acid—ABCB1—Doxorubicin—breast cancer	0.00316	0.00974	CbGbCtD
Salicylic acid—ABCB1—Methotrexate—breast cancer	0.00306	0.00943	CbGbCtD
Salicylic acid—SLCO2B1—mammary gland—breast cancer	0.000866	0.0494	CbGeAlD
Salicylic acid—Acetylsalicylic acid—NFKBIA—breast cancer	0.000793	0.198	CrCbGaD
Salicylic acid—ALB—mammary gland—breast cancer	0.000792	0.0452	CbGeAlD
Salicylic acid—SLC16A1—epithelium—breast cancer	0.000561	0.032	CbGeAlD
Salicylic acid—SLC22A11—female reproductive system—breast cancer	0.000558	0.0318	CbGeAlD
Salicylic acid—SLC16A1—endometrium—breast cancer	0.000503	0.0287	CbGeAlD
Salicylic acid—CYP2C9—mammary gland—breast cancer	0.000495	0.0282	CbGeAlD
Salicylic acid—SLC22A11—endocrine gland—breast cancer	0.000472	0.0269	CbGeAlD
Salicylic acid—SLC16A1—uterus—breast cancer	0.000463	0.0264	CbGeAlD
Salicylic acid—SLC22A7—endocrine gland—breast cancer	0.000461	0.0263	CbGeAlD
Salicylic acid—SLC16A1—pituitary gland—breast cancer	0.000455	0.026	CbGeAlD
Salicylic acid—SLC16A1—adipose tissue—breast cancer	0.000453	0.0258	CbGeAlD
Salicylic acid—SLC16A1—female reproductive system—breast cancer	0.000416	0.0238	CbGeAlD
Salicylic acid—SLC16A1—adrenal gland—breast cancer	0.000406	0.0232	CbGeAlD
Salicylic acid—SLCO2B1—uterus—breast cancer	0.000399	0.0227	CbGeAlD
Salicylic acid—SLCO2B1—adipose tissue—breast cancer	0.00039	0.0222	CbGeAlD
Salicylic acid—SLC16A1—female gonad—breast cancer	0.000379	0.0216	CbGeAlD
Salicylic acid—PTGS1—nipple—breast cancer	0.000373	0.0213	CbGeAlD
Salicylic acid—SLCO2B1—female reproductive system—breast cancer	0.000358	0.0204	CbGeAlD
Salicylic acid—SLC16A1—endocrine gland—breast cancer	0.000352	0.0201	CbGeAlD
Salicylic acid—Acetylsalicylic acid—TP53—breast cancer	0.000351	0.0876	CrCbGaD
Salicylic acid—SLCO2B1—adrenal gland—breast cancer	0.00035	0.0199	CbGeAlD
Salicylic acid—SLCO2B1—female gonad—breast cancer	0.000326	0.0186	CbGeAlD
Salicylic acid—ALB—adrenal gland—breast cancer	0.00032	0.0182	CbGeAlD
Salicylic acid—SLCO2B1—endocrine gland—breast cancer	0.000303	0.0173	CbGeAlD
Salicylic acid—PTGS2—embryo—breast cancer	0.000295	0.0168	CbGeAlD
Salicylic acid—Salicylate-sodium—PTGS1—breast cancer	0.000276	0.0689	CrCbGaD
Salicylic acid—PTGS1—epithelium—breast cancer	0.000251	0.0143	CbGeAlD
Salicylic acid—SLC16A1—lymph node—breast cancer	0.000244	0.0139	CbGeAlD
Salicylic acid—PTGS2—epithelium—breast cancer	0.00024	0.0137	CbGeAlD
Salicylic acid—PTGS1—skin of body—breast cancer	0.000239	0.0136	CbGeAlD
Salicylic acid—PTGS2—skin of body—breast cancer	0.000229	0.013	CbGeAlD
Salicylic acid—PTGS1—endometrium—breast cancer	0.000225	0.0129	CbGeAlD
Salicylic acid—PTGS2—endometrium—breast cancer	0.000216	0.0123	CbGeAlD
Salicylic acid—SLCO2B1—lymph node—breast cancer	0.00021	0.012	CbGeAlD
Salicylic acid—PTGS1—uterus—breast cancer	0.000208	0.0119	CbGeAlD
Salicylic acid—CYP2C9—female reproductive system—breast cancer	0.000205	0.0117	CbGeAlD
Salicylic acid—PTGS1—pituitary gland—breast cancer	0.000204	0.0116	CbGeAlD
Salicylic acid—PTGS1—adipose tissue—breast cancer	0.000203	0.0116	CbGeAlD
Salicylic acid—PTGS2—uterus—breast cancer	0.000199	0.0113	CbGeAlD
Salicylic acid—PTGS2—pituitary gland—breast cancer	0.000195	0.0111	CbGeAlD
Salicylic acid—PTGS2—adipose tissue—breast cancer	0.000194	0.0111	CbGeAlD
Salicylic acid—ALB—lymph node—breast cancer	0.000192	0.0109	CbGeAlD
Salicylic acid—Magnesium salicylate—PTGS1—breast cancer	0.000189	0.0472	CrCbGaD
Salicylic acid—PTGS1—female reproductive system—breast cancer	0.000187	0.0107	CbGeAlD
Salicylic acid—PTGS1—adrenal gland—breast cancer	0.000182	0.0104	CbGeAlD
Salicylic acid—ABCB1—embryo—breast cancer	0.000182	0.0104	CbGeAlD
Salicylic acid—PTGS2—female reproductive system—breast cancer	0.000179	0.0102	CbGeAlD
Salicylic acid—Diflunisal—PTGS1—breast cancer	0.000178	0.0444	CrCbGaD
Salicylic acid—Aminosalicylic Acid—PTGS1—breast cancer	0.000178	0.0444	CrCbGaD
Salicylic acid—PTGS2—adrenal gland—breast cancer	0.000174	0.00994	CbGeAlD
Salicylic acid—CYP2C9—endocrine gland—breast cancer	0.000173	0.00988	CbGeAlD
Salicylic acid—PTGS1—female gonad—breast cancer	0.00017	0.0097	CbGeAlD
Salicylic acid—PTGS2—bone marrow—breast cancer	0.000169	0.00962	CbGeAlD
Salicylic acid—Niacin—CYP2D6—breast cancer	0.000163	0.0406	CrCbGaD
Salicylic acid—PTGS2—female gonad—breast cancer	0.000162	0.00927	CbGeAlD
Salicylic acid—Salsalate—PTGS1—breast cancer	0.000161	0.0401	CrCbGaD
Salicylic acid—Meclofenamic acid—PTGS1—breast cancer	0.000159	0.0396	CrCbGaD
Salicylic acid—PTGS1—endocrine gland—breast cancer	0.000158	0.00902	CbGeAlD
Salicylic acid—Salicylate-sodium—PTGS2—breast cancer	0.000158	0.0394	CrCbGaD
Salicylic acid—PTGS2—endocrine gland—breast cancer	0.000151	0.00862	CbGeAlD
Salicylic acid—ABCB1—epithelium—breast cancer	0.000149	0.00848	CbGeAlD
