nodes	percent_of_prediction	percent_of_DWPC	metapath
S-Adenosylmethionine—MAT1A—hematopoietic system—anemia	0.0209	0.0604	CbGeAlD
S-Adenosylmethionine—MAT1A—endocrine gland—anemia	0.012	0.0347	CbGeAlD
S-Adenosylmethionine—CBS—blood plasma—anemia	0.0114	0.0331	CbGeAlD
S-Adenosylmethionine—MAT1A—liver—anemia	0.0108	0.0313	CbGeAlD
S-Adenosylmethionine—AMD1—hematopoietic system—anemia	0.00928	0.0268	CbGeAlD
S-Adenosylmethionine—SRM—nephron tubule—anemia	0.00923	0.0267	CbGeAlD
S-Adenosylmethionine—AMD1—nephron tubule—anemia	0.00866	0.025	CbGeAlD
S-Adenosylmethionine—GNMT—blood—anemia	0.0084	0.0243	CbGeAlD
S-Adenosylmethionine—SRM—cortex of kidney—anemia	0.0079	0.0228	CbGeAlD
S-Adenosylmethionine—AMD1—kidney—anemia	0.00761	0.022	CbGeAlD
S-Adenosylmethionine—SRM—gonad—anemia	0.00752	0.0217	CbGeAlD
S-Adenosylmethionine—AMD1—cortex of kidney—anemia	0.00741	0.0214	CbGeAlD
S-Adenosylmethionine—GNMT—endocrine gland—anemia	0.00728	0.021	CbGeAlD
S-Adenosylmethionine—AMD1—gonad—anemia	0.00706	0.0204	CbGeAlD
S-Adenosylmethionine—MAT2A—hematopoietic system—anemia	0.0069	0.0199	CbGeAlD
S-Adenosylmethionine—SRM—digestive system—anemia	0.00688	0.0199	CbGeAlD
S-Adenosylmethionine—COMT—blood plasma—anemia	0.0066	0.0191	CbGeAlD
S-Adenosylmethionine—GNMT—liver—anemia	0.00657	0.019	CbGeAlD
S-Adenosylmethionine—SRM—blood—anemia	0.00656	0.0189	CbGeAlD
S-Adenosylmethionine—AMD1—lymphoid tissue—anemia	0.00654	0.0189	CbGeAlD
S-Adenosylmethionine—AMD1—digestive system—anemia	0.00646	0.0186	CbGeAlD
S-Adenosylmethionine—MAT2A—nephron tubule—anemia	0.00644	0.0186	CbGeAlD
S-Adenosylmethionine—SRM—bone marrow—anemia	0.00634	0.0183	CbGeAlD
S-Adenosylmethionine—CBS—hematopoietic system—anemia	0.00633	0.0183	CbGeAlD
S-Adenosylmethionine—CYP2E1—urine—anemia	0.0063	0.0182	CbGeAlD
S-Adenosylmethionine—AMD1—blood—anemia	0.00615	0.0178	CbGeAlD
S-Adenosylmethionine—AMD1—bone marrow—anemia	0.00595	0.0172	CbGeAlD
S-Adenosylmethionine—SRM—endocrine gland—anemia	0.00569	0.0164	CbGeAlD
S-Adenosylmethionine—MAT2A—kidney—anemia	0.00566	0.0163	CbGeAlD
S-Adenosylmethionine—MAT2A—cortex of kidney—anemia	0.00551	0.0159	CbGeAlD
S-Adenosylmethionine—Nelarabine—ADA—anemia	0.00543	0.345	CrCbGaD
S-Adenosylmethionine—AMD1—endocrine gland—anemia	0.00533	0.0154	CbGeAlD
S-Adenosylmethionine—MAT2A—gonad—anemia	0.00525	0.0152	CbGeAlD
S-Adenosylmethionine—Vidarabine—ADA—anemia	0.00515	0.327	CrCbGaD
S-Adenosylmethionine—SRM—liver—anemia	0.00513	0.0148	CbGeAlD
S-Adenosylmethionine—CBS—cortex of kidney—anemia	0.00505	0.0146	CbGeAlD
S-Adenosylmethionine—MAT2A—lymphoid tissue—anemia	0.00486	0.014	CbGeAlD
S-Adenosylmethionine—AMD1—liver—anemia	0.00481	0.0139	CbGeAlD
S-Adenosylmethionine—MAT2A—digestive system—anemia	0.0048	0.0139	CbGeAlD
