nodes	percent_of_prediction	percent_of_DWPC	metapath
Lurasidone—HTR7—umbilical artery—anemia	0.19	0.299	CbGeAlD
Lurasidone—HTR2A—arteriole—anemia	0.0679	0.107	CbGeAlD
Lurasidone—HTR2A—urine—anemia	0.0237	0.0373	CbGeAlD
Lurasidone—HTR7—endothelium—anemia	0.0223	0.0352	CbGeAlD
Lurasidone—CYP3A4—urine—anemia	0.0219	0.0346	CbGeAlD
Lurasidone—HTR1A—blood plasma—anemia	0.0208	0.0327	CbGeAlD
Lurasidone—HTR7—blood plasma—anemia	0.0198	0.0313	CbGeAlD
Lurasidone—ADRA2A—blood plasma—anemia	0.0145	0.0229	CbGeAlD
Lurasidone—HTR2A—endothelium—anemia	0.0139	0.0219	CbGeAlD
Lurasidone—HTR2A—blood plasma—anemia	0.0124	0.0195	CbGeAlD
Lurasidone—HTR1A—hematopoietic system—anemia	0.0115	0.0181	CbGeAlD
Lurasidone—CYP3A4—blood plasma—anemia	0.0115	0.018	CbGeAlD
Lurasidone—HTR7—hematopoietic system—anemia	0.011	0.0173	CbGeAlD
Lurasidone—ADRA2C—nephron tubule—anemia	0.0094	0.0148	CbGeAlD
Lurasidone—HTR7—kidney—anemia	0.00899	0.0142	CbGeAlD
Lurasidone—HTR7—gonad—anemia	0.00834	0.0131	CbGeAlD
Lurasidone—ADRA2C—kidney—anemia	0.00826	0.013	CbGeAlD
Lurasidone—ADRA2C—cortex of kidney—anemia	0.00805	0.0127	CbGeAlD
Lurasidone—ADRA2A—hematopoietic system—anemia	0.00805	0.0127	CbGeAlD
Lurasidone—HTR2A—embryo—anemia	0.00766	0.0121	CbGeAlD
Lurasidone—HTR7—digestive system—anemia	0.00763	0.012	CbGeAlD
Lurasidone—HTR7—blood—anemia	0.00727	0.0114	CbGeAlD
Lurasidone—HTR2A—hematopoietic system—anemia	0.00684	0.0108	CbGeAlD
Lurasidone—ADRA2C—blood—anemia	0.00668	0.0105	CbGeAlD
Lurasidone—HTR1A—endocrine gland—anemia	0.0066	0.0104	CbGeAlD
Lurasidone—ADRA2A—cortex of kidney—anemia	0.00642	0.0101	CbGeAlD
Lurasidone—CYP3A4—hematopoietic system—anemia	0.00633	0.00998	CbGeAlD
Lurasidone—HTR7—endocrine gland—anemia	0.0063	0.00993	CbGeAlD
Lurasidone—ADRA2A—gonad—anemia	0.00612	0.00964	CbGeAlD
Lurasidone—DRD2—endocrine gland—anemia	0.00596	0.00939	CbGeAlD
Lurasidone—HTR7—liver—anemia	0.00568	0.00895	CbGeAlD
Lurasidone—HTR2A—kidney—anemia	0.00561	0.00883	CbGeAlD
Lurasidone—ADRA2A—blood—anemia	0.00533	0.0084	CbGeAlD
Lurasidone—ADRA2C—liver—anemia	0.00522	0.00823	CbGeAlD
Lurasidone—HTR2A—gonad—anemia	0.0052	0.00819	CbGeAlD
Lurasidone—CYP3A4—kidney—anemia	0.00519	0.00818	CbGeAlD
Lurasidone—HTR2A—digestive system—anemia	0.00476	0.00749	CbGeAlD
Lurasidone—ADRA2A—endocrine gland—anemia	0.00462	0.00728	CbGeAlD
Lurasidone—HTR2A—blood—anemia	0.00453	0.00714	CbGeAlD
Lurasidone—CYP3A4—digestive system—anemia	0.0044	0.00694	CbGeAlD
Lurasidone—CYP3A4—blood—anemia	0.0042	0.00661	CbGeAlD
Lurasidone—HTR2A—endocrine gland—anemia	0.00393	0.00619	CbGeAlD
Lurasidone—CYP3A4—endocrine gland—anemia	0.00364	0.00573	CbGeAlD
Lurasidone—HTR2A—liver—anemia	0.00354	0.00558	CbGeAlD
Lurasidone—Ziprasidone—CYP1A2—anemia	0.00338	1	CrCbGaD
Lurasidone—CYP3A4—liver—anemia	0.00328	0.00517	CbGeAlD
Lurasidone—HTR7—Signaling Pathways—PRL—anemia	0.00014	0.000388	CbGpPWpGaD
Lurasidone—ADRA2A—Signaling Pathways—GAST—anemia	0.00014	0.000387	CbGpPWpGaD
Lurasidone—HTR1A—Signaling Pathways—VWF—anemia	0.00014	0.000387	CbGpPWpGaD
Lurasidone—HTR2A—Signaling Pathways—PTH—anemia	0.000139	0.000385	CbGpPWpGaD
Lurasidone—ADRA2C—GPCR downstream signaling—C3—anemia	0.000139	0.000384	CbGpPWpGaD
Lurasidone—HTR2A—GPCR downstream signaling—CSF2—anemia	0.000139	0.000383	CbGpPWpGaD
Lurasidone—HTR2A—Signaling Pathways—CHEK1—anemia	0.000138	0.000382	CbGpPWpGaD
