nodes	percent_of_prediction	percent_of_DWPC	metapath
Mitiglinide—PPARG—forelimb—Parkinson's disease	0.0365	0.183	CbGeAlD
Mitiglinide—L-Phenylalanine—TH—Parkinson's disease	0.0117	0.37	CrCbGaD
Mitiglinide—ABCC8—brainstem—Parkinson's disease	0.0112	0.0564	CbGeAlD
Mitiglinide—ABCC8—forebrain—Parkinson's disease	0.0108	0.0544	CbGeAlD
Mitiglinide—KCNJ11—cardiovascular system—Parkinson's disease	0.00996	0.0499	CbGeAlD
Mitiglinide—PPARG—embryo—Parkinson's disease	0.00936	0.047	CbGeAlD
Mitiglinide—ABCC8—cardiovascular system—Parkinson's disease	0.00917	0.046	CbGeAlD
Mitiglinide—PPARG—forebrain—Parkinson's disease	0.00828	0.0415	CbGeAlD
Mitiglinide—ABCC8—medulla oblongata—Parkinson's disease	0.00784	0.0393	CbGeAlD
Mitiglinide—ABCC8—midbrain—Parkinson's disease	0.00716	0.0359	CbGeAlD
Mitiglinide—PPARG—cardiovascular system—Parkinson's disease	0.007	0.0351	CbGeAlD
Mitiglinide—ABCC8—spinal cord—Parkinson's disease	0.00699	0.0351	CbGeAlD
Mitiglinide—KCNJ11—head—Parkinson's disease	0.00674	0.0338	CbGeAlD
Mitiglinide—KCNJ11—nervous system—Parkinson's disease	0.00639	0.0321	CbGeAlD
Mitiglinide—ABCC8—head—Parkinson's disease	0.00621	0.0312	CbGeAlD
Mitiglinide—KCNJ11—central nervous system—Parkinson's disease	0.00615	0.0309	CbGeAlD
Mitiglinide—KCNJ11—cerebellum—Parkinson's disease	0.00602	0.0302	CbGeAlD
Mitiglinide—ABCC8—nervous system—Parkinson's disease	0.00589	0.0295	CbGeAlD
Mitiglinide—ABCC8—central nervous system—Parkinson's disease	0.00567	0.0284	CbGeAlD
Mitiglinide—ABCC8—cerebellum—Parkinson's disease	0.00554	0.0278	CbGeAlD
Mitiglinide—Nelfinavir—CYP2D6—Parkinson's disease	0.00495	0.156	CrCbGaD
Mitiglinide—KCNJ11—brain—Parkinson's disease	0.00489	0.0245	CbGeAlD
Mitiglinide—PPARG—head—Parkinson's disease	0.00474	0.0238	CbGeAlD
Mitiglinide—ABCC8—brain—Parkinson's disease	0.0045	0.0226	CbGeAlD
