nodes	percent_of_prediction	percent_of_DWPC	metapath
L-Glutamine—Rectal tenesmus—Riluzole—amyotrophic lateral sclerosis	0.0196	0.0696	CcSEcCtD
L-Glutamine—Pyelonephritis—Riluzole—amyotrophic lateral sclerosis	0.0192	0.0682	CcSEcCtD
L-Glutamine—TGM3—tongue—amyotrophic lateral sclerosis	0.0156	0.05	CbGeAlD
L-Glutamine—Proctalgia—Riluzole—amyotrophic lateral sclerosis	0.0156	0.0553	CcSEcCtD
L-Glutamine—Anorectal discomfort—Riluzole—amyotrophic lateral sclerosis	0.0134	0.0474	CcSEcCtD
L-Glutamine—Gastric ulcer—Riluzole—amyotrophic lateral sclerosis	0.0126	0.0446	CcSEcCtD
L-Glutamine—Enlargement abdomen—Riluzole—amyotrophic lateral sclerosis	0.0122	0.0431	CcSEcCtD
L-Glutamine—Calculus of kidney—Riluzole—amyotrophic lateral sclerosis	0.0112	0.0396	CcSEcCtD
L-Glutamine—Laryngitis—Riluzole—amyotrophic lateral sclerosis	0.0101	0.036	CcSEcCtD
L-Glutamine—Nephrolithiasis—Riluzole—amyotrophic lateral sclerosis	0.0091	0.0323	CcSEcCtD
L-Glutamine—GMPS—hindbrain—amyotrophic lateral sclerosis	0.00881	0.0282	CbGeAlD
L-Glutamine—Breast pain—Riluzole—amyotrophic lateral sclerosis	0.00838	0.0297	CcSEcCtD
L-Glutamine—Injection site reaction—Riluzole—amyotrophic lateral sclerosis	0.00727	0.0258	CcSEcCtD
L-Glutamine—GLUL—peripheral nervous system—amyotrophic lateral sclerosis	0.00702	0.0225	CbGeAlD
L-Glutamine—Candida infection—Riluzole—amyotrophic lateral sclerosis	0.00698	0.0248	CcSEcCtD
L-Glutamine—SLC7A8—tongue—amyotrophic lateral sclerosis	0.00687	0.022	CbGeAlD
L-Glutamine—Glutathione—GSR—amyotrophic lateral sclerosis	0.00675	0.785	CrCbGaD
L-Glutamine—Sepsis—Riluzole—amyotrophic lateral sclerosis	0.00634	0.0225	CcSEcCtD
L-Glutamine—Hepatic function abnormal—Riluzole—amyotrophic lateral sclerosis	0.00607	0.0215	CcSEcCtD
L-Glutamine—GLS—embryo—amyotrophic lateral sclerosis	0.00592	0.0189	CbGeAlD
L-Glutamine—TGM2—embryo—amyotrophic lateral sclerosis	0.00585	0.0187	CbGeAlD
L-Glutamine—TGM5—spinal cord—amyotrophic lateral sclerosis	0.00563	0.018	CbGeAlD
L-Glutamine—Thirst—Riluzole—amyotrophic lateral sclerosis	0.00558	0.0198	CcSEcCtD
L-Glutamine—GLS—brainstem—amyotrophic lateral sclerosis	0.00542	0.0174	CbGeAlD
L-Glutamine—GFPT2—embryo—amyotrophic lateral sclerosis	0.00541	0.0173	CbGeAlD
L-Glutamine—GMPS—brainstem—amyotrophic lateral sclerosis	0.00505	0.0162	CbGeAlD
L-Glutamine—Dehydration—Riluzole—amyotrophic lateral sclerosis	0.00494	0.0175	CcSEcCtD
L-Glutamine—Abdominal distension—Riluzole—amyotrophic lateral sclerosis	0.00462	0.0164	CcSEcCtD
L-Glutamine—QARS—embryo—amyotrophic lateral sclerosis	0.00462	0.0148	CbGeAlD
L-Glutamine—Pancreatitis—Riluzole—amyotrophic lateral sclerosis	0.0045	0.016	CcSEcCtD
L-Glutamine—NADSYN1—medulla oblongata—amyotrophic lateral sclerosis	0.00438	0.014	CbGeAlD
L-Glutamine—CAD—embryo—amyotrophic lateral sclerosis	0.00426	0.0136	CbGeAlD
L-Glutamine—GLUL—hindbrain—amyotrophic lateral sclerosis	0.0041	0.0131	CbGeAlD
L-Glutamine—Depression—Riluzole—amyotrophic lateral sclerosis	0.00408	0.0145	CcSEcCtD
L-Glutamine—CCBL1—medulla oblongata—amyotrophic lateral sclerosis	0.00402	0.0129	CbGeAlD
L-Glutamine—Neuropathy peripheral—Riluzole—amyotrophic lateral sclerosis	0.00401	0.0142	CcSEcCtD
